title,release_date,tmdb_vote_count,tmdb_vote_average,genre_names,budget,revenue,runtime_in_min,tmdb_popularity,production_company_name,production_country_name,spoken_languages,director,writer,actors,imdb_rating,imdb_votes,metascore,age_rating,awards,rotten_tomatoes_rating,meta_critic_rating
Despicable Me 3,2017-06-15,7232,6.5,"Action, Animation, Comedy, Family, Adventure",80000000.0,1034800131.0,90.0,30.934,"Illumination, Universal Pictures",United States of America,English,"Kyle Balda, Pierre Coffin, Eric Guillon","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Trey Parker",6.3,"165,986",49.0,PG,33 nominations total,59.0,49.0
Cars 3,2017-06-15,5916,6.8,"Family, Animation, Adventure, Comedy",175000000.0,383925276.0,102.0,75.685,Pixar,United States of America,English,Brian Fee,"Brian Fee, Ben Queen, Eyal Podell","Owen Wilson, Cristela Alonzo, Chris Cooper",6.7,"131,695",59.0,G,3 wins & 24 nominations total,69.0,59.0
Rakka,2017-06-14,310,7.063,"Action, Science Fiction, Horror",,,22.0,8.927,Oats Studios,Canada,English,Neill Blomkamp,"Neill Blomkamp, Thomas Sweterlitsch","Sigourney Weaver, Eugene Khumbanyiwa, Robert Hobbs",7.3,"9,298",,Not Rated,1 nomination,,
Back to Burgundy,2017-06-14,573,6.858,"Drama, Comedy",,,113.0,8.58,Ce qui me meut,France,"English, French, Spanish",Cédric Klapisch,"Cédric Klapisch, Santiago Amigorena, Jean-Marc Roulot","Pio Marmaï, Ana Girardot, François Civil",6.8,"5,736",58.0,,,73.0,58.0
All Eyez on Me,2017-06-12,1168,6.705,"History, Drama, Music",40000000.0,44922302.0,139.0,13.638,"Morgan Creek Entertainment, The Program Pictures, Voltage Pictures, Codeblack Films, Summit Entertainment, Lionsgate",United States of America,English,Benny Boom,"Jeremy Haft, Eddie Gonzalez, Steven Bagatourian","Demetrius Shipp Jr., Danai Gurira, Kat Graham",5.9,"25,302",38.0,R,1 nomination total,17.0,38.0
Shimmer Lake,2017-06-09,425,5.893,"Thriller, Crime, Drama, Mystery",,,83.0,7.103,Footprint Features,"Canada, United States of America",English,Oren Uziel,Oren Uziel,"Benjamin Walker, Rainn Wilson, Stephanie Sigman",6.3,"17,012",,Not Rated,,67.0,
Skins,2017-06-09,529,6.4,"Drama, Comedy",,,78.0,12.014,"Pokeepsie Films, Nadie es Perfecto, The Other Side Films",Spain,Spanish,Eduardo Casanova,Eduardo Casanova,"Ana Polvorosa, Carmen Machi, Macarena Gómez",6.1,"7,390",,TV-MA,4 wins & 9 nominations total,,
Megan Leavey,2017-06-09,782,7.3,"Drama, War",,13406883.0,116.0,39.843,"LD Entertainment, Calle Cruzada","Spain, United States of America",English,Gabriela Cowperthwaite,"Pamela Gray, Annie Mumolo, Tim Lovestedt","Kate Mara, Ramón Rodríguez, Tom Felton",7.1,"28,706",66.0,PG-13,1 win & 1 nomination total,86.0,66.0
It Comes at Night,2017-06-09,2388,5.851,"Drama, Horror, Mystery",5000000.0,19280931.0,91.0,17.916,"A24, Animal Kingdom",United States of America,English,Trey Edward Shults,Trey Edward Shults,"Joel Edgerton, Christopher Abbott, Carmen Ejogo",6.1,"106,873",78.0,R,1 win & 13 nominations total,87.0,78.0
The Villainess,2017-06-08,706,6.9,"Action, Crime, Drama, Thriller",125000.0,8737458.0,129.0,24.083,"Apeitda, Next Entertainment World, Contents Panda",South Korea,Korean,Jung Byung-gil,"Jung Byung-gil, Byeong-sik Jung","Kim Ok-bin, Shin Ha-kyun, Sung Jun",6.6,"17,481",64.0,Not Rated,7 wins & 14 nominations total,85.0,64.0
My Cousin Rachel,2017-06-08,584,5.7,"Drama, Romance",,9200168.0,106.0,9.949,"Fox Searchlight Pictures, Free Range Films, TSG Entertainment","United Kingdom, United States of America","English, Italian",Roger Michell,"Roger Michell, Daphne Du Maurier","Rachel Weisz, Sam Claflin, Holliday Grainger",6.0,"21,365",63.0,PG-13,1 win & 5 nominations total,76.0,63.0
Once Upon a Time in Venice,2017-06-08,647,5.2,"Action, Comedy, Thriller, Mystery",,855888.0,94.0,15.584,Voltage Pictures,United States of America,English,Mark Cullen,"Mark Cullen, Robb Cullen","Bruce Willis, John Goodman, Jason Momoa",5.3,"21,349",28.0,Not Rated,,21.0,28.0
The Hunter's Prayer,2017-06-08,394,5.6,"Action, Thriller",17000000.0,,91.0,11.817,"Maple Leaf Films, FilmEngine, Screen Yorkshire, Lipsync Productions, Vandal Entertainment, Apollo Media, Full Clip Productions, HP Yorkshire Limited, Hunters Prayer Production Spain","Germany, Spain, United Kingdom, United States of America",English,Jonathan Mostow,"John Brancato, Michael Ferris, Kevin Wignall","Sam Worthington, Odeya Rush, Allen Leech",5.6,"10,579",35.0,R,,,35.0
The Mummy,2017-06-06,7262,5.513,"Fantasy, Thriller, Action, Adventure, Horror",125000000.0,409231607.0,111.0,28.667,"Secret Hideout, Universal Pictures, Conspiracy Factory, dentsu, Perfect World Pictures, Alphaville Films","Japan, United States of America","Arabic, English",Alex Kurtzman,"David Koepp, Christopher McQuarrie, Dylan Kussman","Tom Cruise, Sofia Boutella, Annabelle Wallis",5.4,"211,917",34.0,PG-13,4 wins & 18 nominations total,15.0,34.0
Icarus,2017-06-03,743,7.6,Documentary,,,121.0,8.535,"Diamond Docs, Rise Films, Impact Partners, Alex Productions, Lagralane Group, The, MakeMake",United States of America,"Russian, English",Bryan Fogel,"Bryan Fogel, Mark Monroe, Jon Bertain","Bryan Fogel, Dave Zabriskie, Don Catlin",7.9,"56,201",68.0,TV-MA,Won 1 Oscar. 9 wins & 14 nominations total,92.0,68.0
The Recall,2017-06-02,340,4.6,"Science Fiction, Horror",5000000.0,1319566.0,91.0,11.252,"VMI Worldwide, Minds Eye Entertainment, Creativity Capital, Bridgegate Pictures, Invico Capital",Canada,English,Mauro Borrelli,"Mauro Borrelli, Reggie Keyohara III, Sam Acton King","Wesley Snipes, RJ Mitte, Jedidiah Goodacre",4.1,"9,487",,R,1 win,0.0,
The Exception,2017-06-02,432,6.949,"War, Drama",,708973.0,107.0,13.89,"Egoli Tossell KLK, Ostar Productions, uMedia, Egoli Tossell Film","United Kingdom, United States of America, Germany, Belgium",English,David Leveaux,"Simon Burke, Alan Judd","Lily James, Jai Courtney, Christopher Plummer",6.8,"16,037",60.0,R,2 nominations total,75.0,60.0
In a Heartbeat,2017-06-01,995,8.0,"Animation, Romance, Comedy",,,4.0,5.469,Ringling College of Art + Design,United States of America,No Language,"Esteban Bravo, Beth David","Esteban Bravo, Beth David","Nick Ainsworth, Kelly Donohue",7.5,"4,474",,TV-PG,9 wins & 4 nominations,,
Loveless,2017-06-01,754,7.332,Drama,,3925992.0,122.0,7.713,"ARTE France Cinéma, Senator Film, Why Not Productions, Les Films du Fleuve, Non-Stop Productions, Fetisoff Illusion","Belgium, France, Germany, Russia",Russian,Andrey Zvyagintsev,"Oleg Negin, Andrey Zvyagintsev","Maryana Spivak, Aleksey Rozin, Matvey Novikov",7.6,"36,338",86.0,R,Nominated for 1 Oscar. 28 wins & 49 nominations total,94.0,86.0
Captain Underpants: The First Epic Movie,2017-06-01,1225,6.226,"Action, Animation, Comedy, Family",38000000.0,125427681.0,89.0,29.314,"DreamWorks Animation, Scholastic Entertainment",United States of America,English,David Soren,"Nicholas Stoller, Dav Pilkey, David Soren","Kevin Hart, Thomas Middleditch, Ed Helms",6.2,"33,727",69.0,PG,3 wins & 15 nominations total,87.0,69.0
Wonder Woman,2017-05-30,20069,7.2,"Action, Adventure, Fantasy",149000000.0,823970682.0,141.0,53.6,"Atlas Entertainment, Cruel & Unusual Films, DC Films",United States of America,"German, English",Patty Jenkins,"Allan Heinberg, Zack Snyder, Jason Fuchs","Gal Gadot, Chris Pine, Robin Wright",7.3,"713,792",76.0,PG-13,38 wins & 75 nominations total,93.0,76.0
Resident Evil: Vendetta,2017-05-27,993,6.9,"Animation, Horror, Adventure, Action, Science Fiction",,,97.0,18.891,"Capcom, Stage 6 Films, Marza Animation Planet, KADOKAWA","Japan, United States of America","English, Japanese",Takanori Tsujimoto,"Tokuro Fujiwara, Makoto Fukami, Hanchen Lin","Kevin Dorman, Matthew Mercer, Erin Cahill",6.2,"16,113",,R,,43.0,
Double Lover,2017-05-26,527,6.1,"Romance, Thriller, Drama",7110000.0,4248574.0,108.0,11.305,"Mars Films, FOZ, Mandarin Cinéma","Belgium, France",French,François Ozon,"François Ozon, Joyce Carol Oates, Philippe Piazzo","Marine Vacth, Jérémie Renier, Jacqueline Bisset",6.2,"13,982",70.0,Not Rated,1 win & 7 nominations,70.0,70.0
War Machine,2017-05-26,1144,5.6,"Comedy, Drama, War",60000000.0,,122.0,14.057,Plan B Entertainment,United States of America,"Pushto, English",David Michôd,"Michael Hastings, David Michôd","Brad Pitt, Daniel Betts, John Magaro",6.0,"50,804",56.0,TV-MA,3 nominations,48.0,56.0
Black Butterfly,2017-05-26,533,6.2,"Thriller, Mystery, Drama",,,93.0,10.536,"Battleplan Productions, Compadre Entertainment, Paradox Studios, AMBI Group","United States of America, Italy, Spain",English,Brian Goodman,"Justin Stanley, Marc Frydman, Hervé Korian","Antonio Banderas, Jonathan Rhys Meyers, Piper Perabo",6.1,"15,275",43.0,R,3 wins & 2 nominations total,40.0,43.0
47 Meters Down,2017-05-25,2739,5.8,Horror,5500000.0,62198461.0,89.0,18.994,"Lantica Media, Flexibon Films, Dragon Root Securities, Altitude Film Sales, Dimension Films, Entertainment Studios Motion Pictures, Tea Shop & Film Company, The Fyzz","Dominican Republic, United Kingdom, United States of America","English, Spanish",Johannes Roberts,"Johannes Roberts, Ernest Riera","Mandy Moore, Claire Holt, Matthew Modine",5.6,"62,593",52.0,PG-13,2 nominations total,53.0,52.0
Don't Knock Twice,2017-01-12,745,5.5,Horror,,,93.0,11.348,"Seymour Films, Red & Black Films",United Kingdom,"English, Spanish, French",Caradog W. James,"Mark Huckerby, Nick Ostler","Katee Sackhoff, Lucy Boynton, Richard Mylan",5.1,"15,179",45.0,R,1 nomination,28.0,45.0
Churchill,2017-05-25,306,6.2,"Drama, History",10000000.0,,110.0,9.512,"Embankment Films, Head Gear Films, Lipsync Productions, Silver Reel, Metrol Technology, Salon Pictures, Tempo Productions","Switzerland, United Kingdom",English,Jonathan Teplitzky,Alex von Tunzelmann,"Brian Cox, Miranda Richardson, John Slattery",6.0,"16,001",44.0,PG,1 win total,49.0,44.0
Baywatch,2017-05-25,8109,6.1,"Comedy, Action, Crime",69000000.0,177900000.0,116.0,51.804,"Uncharted, Paramount Pictures, Flynn Picture Company, Fremantle Productions, Seven Bucks Productions, Skydance Media, The Montecito Picture Company",United States of America,English,Seth Gordon,"Michael Berk, Douglas Schwartz, Gregory J. Bonann","Dwayne Johnson, Zac Efron, Alexandra Daddario",5.5,"208,687",37.0,R,5 wins & 11 nominations total,18.0,37.0
The Man with the Iron Heart,2017-05-25,773,6.552,"War, Action, History, Thriller",32679734.0,4412639.0,120.0,15.28,"Red Crown Productions, Nexus Factory, Légende Films, Cutting Edge Group, Echo Lake Entertainment, FilmNation Entertainment, Lantern Entertainment, The Weinstein Company, France 2 Cinéma, Carmel Productions, C2M Productions, HHHH, Canal+, Ciné+, France Télévisions, Taxshelter. be, BNP Paribas Fortis, Mars Films","Belgium, Czech Republic, France, United Kingdom, United States of America","English, German",Cédric Jimenez,"Laurent Binet, David Farr, Audrey Diwan","Jason Clarke, Rosamund Pike, Jack O'Connell",6.4,"18,722",,R,3 nominations,67.0,
Dirty Dancing,2017-05-24,432,5.5,"Drama, Romance",6000000.0,,130.0,11.791,Lionsgate Television,United States of America,English,Wayne Blair,"Jessica Sharzer, Eleanor Bergstein","Abigail Breslin, Colt Prattes, Sarah Hyland",3.2,"6,639",,TV-PG,,19.0,
Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,12091,6.651,"Adventure, Action, Fantasy",230000000.0,795922298.0,128.0,72.113,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",United States of America,English,"Joachim Rønning, Espen Sandberg","Jeff Nathanson, Terry Rossio, Ted Elliott","Johnny Depp, Geoffrey Rush, Javier Bardem",6.5,"356,943",39.0,PG-13,1 win & 14 nominations,30.0,39.0
BLAME!,2017-05-20,306,6.5,"Action, Drama, Science Fiction, Animation",,,106.0,11.853,Polygon Pictures,Japan,Japanese,Hiroyuki Seshita,"Tsutomu Nihei, Sadayuki Murai","Takahiro Sakurai, Kana Hanazawa, Sora Amamiya",6.6,"9,324",,TV-14,,,
Diary of a Wimpy Kid: The Long Haul,2017-05-19,481,5.3,"Comedy, Family",22000000.0,40120144.0,91.0,20.167,"20th Century Fox, TSG Entertainment, Color Force",United States of America,English,David Bowers,"Jeff Kinney, David Bowers","Jason Drucker, Alicia Silverstone, Tom Everett Scott",4.3,"11,501",39.0,PG,1 nomination total,19.0,39.0
Wakefield,2017-05-19,410,6.16,Drama,,798214.0,106.0,11.123,"Mockingbird Pictures, Dominion Pictures",United States of America,English,Robin Swicord,"E.L. Doctorow, Robin Swicord, Nathaniel Hawthorne","Bryan Cranston, Jennifer Garner, Victoria Bruno",6.3,"18,477",62.0,R,1 win & 1 nomination total,74.0,62.0
"Everything, Everything",2017-05-18,3684,7.2,"Drama, Romance",10000000.0,61621140.0,96.0,23.288,"Alloy Entertainment, Itaca Films, Metro-Goldwyn-Mayer, Warner Bros. Pictures",United States of America,English,Stella Meghie,"J. Mills Goodloe, Nicola Yoon","Amandla Stenberg, Nick Robinson, Anika Noni Rose",6.3,"43,088",52.0,PG-13,2 wins & 5 nominations,45.0,52.0
The Wall,2017-05-12,966,6.373,"War, Thriller, Drama",3000000.0,4500000.0,90.0,26.528,"Big Indie Pictures, Amazon Studios, Picrow",United States of America,English,Doug Liman,Dwain Worrell,"Aaron Taylor-Johnson, John Cena, Laith Nakli",6.2,"32,637",57.0,R,1 nomination total,65.0,57.0
The Wizard of Lies,2017-05-11,589,6.6,"Crime, Drama, History, Thriller, TV Movie",,,133.0,17.678,"Tribeca Productions, HBO Films",United States of America,English,Barry Levinson,"Sam Levinson, John Burnham Schwartz, Samuel Baum","Robert De Niro, Michelle Pfeiffer, Alessandro Nivola",6.8,"30,026",,TV-MA,Nominated for 4 Primetime Emmys. 4 wins & 20 nominations total,73.0,
Problemos,2017-05-10,405,5.5,Comedy,,,85.0,4.751,Albertine Productions,France,French,Eric Judor,"Noé Debré, Blanche Gardin","Eric Judor, Blanche Gardin, Youssef Hajdi",6.1,"2,320",,,,,
Message from the King,2017-05-10,452,6.3,"Action, Mystery, Thriller",10000000.0,315132.0,102.0,11.702,"The Ink Factory, Entre Chien et Loup, Rumble Films, Entertainment One Features, Silver Nitrate","Belgium, Canada, United Kingdom, United States of America",English,Fabrice du Welz,"Oliver Butcher, Stephen Cornwell","Chadwick Boseman, Luke Evans, Alfred Molina",6.4,"18,402",40.0,R,1 nomination,50.0,40.0
King Arthur: Legend of the Sword,2017-05-10,5738,6.5,"Action, Drama, Fantasy",175000000.0,148700000.0,126.0,32.921,"Village Roadshow Pictures, Weed Road Pictures, Wigram Productions, Safehouse Pictures, Warner Bros. Pictures",United States of America,English,Guy Ritchie,"Joby Harold, Guy Ritchie, Lionel Wigram","Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law",6.7,"238,518",41.0,PG-13,10 nominations total,31.0,41.0
Alien: Covenant,2017-05-09,8763,6.2,"Science Fiction, Horror, Thriller",97000000.0,240891763.0,122.0,46.048,"20th Century Fox, Brandywine Productions, Scott Free Productions",United States of America,"English, German",Ridley Scott,"Dan O'Bannon, Ronald Shusett, Jack Paglen","Michael Fassbender, Katherine Waterston, Billy Crudup",6.4,"324,314",65.0,R,3 wins & 18 nominations total,65.0,65.0
Fairy Tail: Dragon Cry,2017-05-06,407,6.6,"Action, Adventure, Comedy, Fantasy, Animation",,1420035.0,85.0,12.694,"A-1 Pictures, Fairy Tale DC Production Committee for Theater Version, Kodansha, GAGA Corporation",Japan,Japanese,Tatsuma Minamikawa,"Hiro Mashima, Shôji Yonemura","Makoto Furukawa, Wataru Hatano, Aya Hirano",6.9,"2,594",,TV-14,2 nominations,,
Bad Genius,2017-05-03,787,7.9,"Drama, Crime, Thriller, Comedy",1839169.0,42350000.0,130.0,13.024,"Jor Kwang Films, GDH 559",Thailand,"English, Thai",Baz Poonpiriya,"Tanida Hantaweewatana, Vasudhorn Piyaromna, Baz Poonpiriya","Chutimon Chuengcharoensukying, Eisaya Hosuwan, Teeradon Supapunpinyo",7.6,"24,075",,TV-MA,21 wins & 10 nominations,100.0,
Snatched,2017-05-03,797,5.346,"Action, Comedy",42000000.0,60800000.0,90.0,17.723,"Chernin Entertainment, Feigco Entertainment, 20th Century Fox",United States of America,"Spanish, English",Jonathan Levine,Katie Dippold,"Amy Schumer, Goldie Hawn, Kim Caramele",4.7,"38,130",45.0,R,2 wins & 2 nominations total,36.0,45.0
Blade of the Immortal,2017-04-29,563,6.7,"Action, Fantasy, Adventure",,150532.0,140.0,14.342,"TV Asahi, Recorded Picture Company, GYAO, Kodansha, Ken-On, OLM, Filosophia, Sega Sammy Entertainment, Warner Bros. Japan, CJ Entertainment, Raku Film, HanWay Films","Japan, South Korea, United Kingdom",Japanese,Takashi Miike,"Hiroaki Samura, Tetsuya Oishi","Takuya Kimura, Hana Sugisaki, Sôta Fukushi",6.7,"19,787",72.0,R,1 win & 10 nominations,87.0,72.0
Voice from the Stone,2017-04-28,468,5.643,"Mystery, Thriller, Drama, Romance",,,91.0,10.445,"Zanuck Independent, Producer Capital Fund, Code 39 Films","United States of America, Italy","English, Italian",Eric D. Howell,"Andrew Shaw, Silvio Raffo","Emilia Clarke, Marton Csokas, Caterina Murino",5.2,"12,365",42.0,R,1 win & 2 nominations total,38.0,42.0
The Crucifixion,2017-04-27,493,5.7,"Horror, Mystery, Thriller",,6554322.0,90.0,19.096,"Motion Picture Capital, Premiere Picture, The Safran Company","Romania, United Kingdom, United States of America",English,Xavier Gens,"Chad Hayes, Carey W. Hayes","Sophie Cookson, Corneliu Ulici, Ada Lupu",5.1,"9,684",,R,,6.0,
Bāhubali 2: The Conclusion,2017-04-27,749,7.446,"Action, Adventure, Fantasy",31000000.0,275947313.0,166.0,24.728,Arka Media Works,India,Telugu,S.S. Rajamouli,"Vijayendra Prasad, S.S. Rajamouli, C.H. Vijay Kumar","Prabhas, Rana Daggubati, Anushka Shetty",8.2,"121,001",,Not Rated,29 wins & 16 nominations total,88.0,
The Circle,2017-04-27,4425,5.519,"Drama, Thriller, Science Fiction",18000000.0,40651864.0,110.0,15.393,"Parkes+MacDonald Image Nation, Route One Entertainment, Playtone, Likely Story, 1978 Films, Image Nation Abu Dhabi","United Arab Emirates, United States of America",English,James Ponsoldt,"James Ponsoldt, Dave Eggers","Emma Watson, Tom Hanks, John Boyega",5.4,"102,813",43.0,PG-13,4 wins & 1 nomination total,15.0,43.0
Unlocked,2017-04-27,1108,6.3,"Action, Thriller",,,98.0,13.626,"Silver Reel, di Bonaventura Pictures, Lipsync Productions, Czech Anglo Pictures, Bloom, SRA Productions, Unlocked Distribution, Lionsgate","United Kingdom, Czech Republic, United States of America, Switzerland","Arabic, English, German",Michael Apted,Peter O'Brien,"Noomi Rapace, Orlando Bloom, Toni Collette",6.3,"39,419",46.0,R,,26.0,46.0
Sand Castle,2017-04-21,802,6.5,"War, Action, Drama",,,113.0,12.732,"The Mark Gordon Company, International Traders, Treehouse Pictures","United Kingdom, Iraq","English, Arabic",Fernando Coimbra,Chris Roessner,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill",6.3,"28,354",45.0,TV-MA,,50.0,45.0
Berlin Syndrome,2017-04-20,638,6.0,"Mystery, Drama, Horror",,397783.0,116.0,9.504,"Photoplay Films, Screen Australia, Memento Films International, Film Victoria, Aquarius Films, Fulcrum Media Finance, DDP Studios",Australia,"English, German",Cate Shortland,"Shaun Grant, Melanie Joosten, Cate Shortland","Teresa Palmer, Max Riemelt, Matthias Habich",6.3,"28,150",70.0,R,1 win & 23 nominations,74.0,70.0
Room(h)ates,2017-04-19,389,5.297,Comedy,,4855506.0,97.0,5.844,"TF1 Films Production, EuropaCorp",France,French,Dominique Farrugia,"Dominique Farrugia, Laurent Turner","Gilles Lellouche, Louise Bourgoin, Manu Payet",5.2,"1,268",,,2 wins,,
Guardians of the Galaxy Vol. 2,2017-04-19,21765,7.614,"Science Fiction, Adventure, Action",200000000.0,863756051.0,137.0,75.082,Marvel Studios,United States of America,English,James Gunn,"James Gunn, Dan Abnett, Andy Lanning","Chris Pratt, Zoe Saldana, Dave Bautista",7.6,"784,257",67.0,PG-13,Nominated for 1 Oscar. 15 wins & 60 nominations total,85.0,67.0
Sandy Wexler,2017-04-14,552,5.489,Comedy,,,130.0,8.362,Happy Madison Productions,United States of America,English,Steven Brill,"Dan Bulla, Paul Sado, Adam Sandler","Adam Sandler, Jennifer Hudson, Kevin James",5.2,"19,350",40.0,TV-14,1 win & 2 nominations total,27.0,40.0
