IMDBID;TITLE;YEAR;GENRE;DIRECTOR;WRITER;ACTORS;IMDBRATING;IMDBVOTES;METASCORE;BOXOFFICE;RELEASED;RUNTIME;LANGUAGE;COUNTRY;RATED;AWARDS;META_CRITIC_RATING;ROTTEN_TOMATOES_RATING
tt0265651;Ripley's Game;2002;Crime, Drama, Mystery;Liliana Cavani;Charles McKeown, Liliana Cavani, Patricia Highsmith;John Malkovich, Dougray Scott, Lena Headey;6.6;19,889;;;07 Feb 2003;110 min;English, German, Italian;United Kingdom, Italy, United States;R;3 nominations total;;92%
tt0339579;Returner;2002;Action, Adventure, Sci-Fi;Takashi Yamazaki;Takashi Yamazaki, Kenya Hirata;Takeshi Kaneshiro, Anne Suzuki, Gorô Kishitani;6.4;11,698;36;$73,060;31 Aug 2002;116 min;Japanese, English, Mandarin;Japan;R;2 wins & 4 nominations total;36/100;38%
tt0275947;Avenging Angelo;2002;Action, Comedy, Crime;Martyn Burke;William Porter, Steve Mackall;Sylvester Stallone, Madeleine Stowe, Anthony Quinn;5.1;10,281;;;11 Aug 2004;97 min;English;United States, France, Switzerland;R;;;13%
tt0280720;The Guru;2002;Comedy, Music, Romance;Daisy von Scherler Mayer;Tracey Jackson;Jimi Mistry, Heather Graham, Marisa Tomei;5.4;15,581;47;$3,095,506;14 Feb 2003;94 min;English, Hindi;United Kingdom, France, United States;R;1 nomination;47/100;57%
tt0320193;Oasis;2002;Drama, Romance;Lee Chang-dong;Lee Chang-dong;Sul Kyung-gu, Moon So-ri, Ahn Nae-sang;7.8;10,686;79;$10,304;07 May 2004;133 min;Korean;South Korea;;26 wins & 3 nominations;79/100;90%
tt0282521;Get a Clue;2002;Comedy, Crime, Family;Maggie Greenwald;Alana Sanko;Lindsay Lohan, Bug Hall, Ian Gomez;5.1;7,501;;;20 Jul 2002;83 min;English;United States;TV-G;;;40%
tt0285728;Dahmer;2002;Biography, Crime, Drama;David Jacobson;David Jacobson, David Birke;Jeremy Renner, Bruce Davison, Artel Great;5.6;11,990;63;$144,008;13 Mar 2003;101 min;English;United States;R;3 nominations total;63/100;73%
tt0347840;Rabbits;2002;Short, Drama, Fantasy;David Lynch;David Lynch;Scott Coffey, Rebekah Del Rio, Laura Harring;6.9;8,384;;;09 Jun 2002;43 min;English;United States;;;;
tt0330243;Day of the Wacko;2002;Comedy, Drama, Romance;Marek Koterski;Marek Koterski;Marek Kondrat, Janina Traczykówna, Andrzej Grabowski;8.1;12,185;;;07 Jun 2002;93 min;Polish;Poland;Not Rated;5 wins & 6 nominations;;
tt0279778;Divine Secrets of the Ya-Ya Sisterhood;2002;Drama;Callie Khouri;Rebecca Wells, Mark Andrus, Callie Khouri;Sandra Bullock, Ellen Burstyn, Fionnula Flanagan;6.1;21,273;48;$69,599,016;07 Jun 2002;116 min;English;United States;PG-13;1 win & 7 nominations;48/100;44%
tt0298296;Derailed;2002;Action, Thriller;Bob Misiorowski;Boaz Davidson, Jace Anderson, Adam Gierasch;Jean-Claude Van Damme, Tomas Arana, Laura Harring;3.9;8,742;;;05 Nov 2002;89 min;English, German;United States, Aruba;R;;;0%
tt0300620;So Close;2002;Action, Crime, Thriller;Corey Yuen;Jeffrey Lau;Shu Qi, Wei Zhao, Karen Mok;6.6;8,201;66;$76,584;12 Sep 2002;111 min;Mandarin, Cantonese, English;Hong Kong;R;1 nomination total;66/100;82%
tt0312841;The Way Home;2002;Drama;Jeong-hyang Lee;Jeong-hyang Lee;Yoo Seung-ho, Eul-boon Kim, Hyo-hee Dong;7.7;6,003;63;$445,367;05 Apr 2002;80 min;Korean;South Korea;PG;12 wins & 10 nominations;63/100;75%
tt0246464;Big Trouble;2002;Comedy, Crime, Thriller;Barry Sonnenfeld;Dave Barry, Robert Ramsey, Matthew Stone;Tim Allen, Rene Russo, Stanley Tucci;6.4;21,857;47;$7,267,307;05 Apr 2002;85 min;English;United States;PG-13;;47/100;48%
tt0291579;He Loves Me, He Loves Me Not;2002;Romance, Thriller;Laetitia Colombani;Laetitia Colombani, Caroline Thivel;Audrey Tautou, Samuel Le Bihan, Isabelle Carré;7.1;19,692;63;$1,011,102;27 Mar 2002;92 min;French;France;PG-13;2 nominations;63/100;71%
tt0279781;Sorority Boys;2002;Comedy;Wallace Wolodarsky;Joe Jarvis, Greg Coolidge;Barry Watson, Harland Williams, Michael Rosenbaum;5.5;16,450;25;$10,200,032;22 Mar 2002;93 min;English, Indonesian;United States;R;1 win & 1 nomination;25/100;12%
tt0264761;Kissing Jessica Stein;2001;Comedy, Drama, Romance;Charles Herman-Wurmfeld;Heather Juergensen, Jennifer Westfeldt;Jennifer Westfeldt, Heather Juergensen, Tovah Feldshuh;6.5;17,626;72;$7,025,722;05 Apr 2002;97 min;English;United States;R;8 wins & 3 nominations total;72/100;83%
tt0303151;Tom and Jerry: The Magic Ring;2001;Animation, Action, Comedy, Family, Fantasy;James T. Walker;William Hanna (characters), Joseph Barbera (characters), Tim Cahill, Julie McNally Cahill;Jeff Bennett, Frank Welker, Charlie Schlatter, Jim Cummings;6.4;2,842;;;12 Mar 2002;62 min;English;USA;TV-G;4 nominations.;;
tt0291400;Monsieur Batignole;2002;Comedy, Drama, War;Gérard Jugnot;Gérard Jugnot, Philippe Lopes-Curval;Jules Sitruk, Gérard Jugnot, Michèle Garcia;7.0;3,489;;;06 Mar 2002;100 min;French, German;France;;1 win;;
tt0312998;Nati stanchi;2002;Comedy;Dominick Tambasco;Giambattista Avellino, Francesco Bruni, Salvatore Ficarra;Salvatore Ficarra, Valentino Picone, Stefania Bonafede;6.1;753;;;01 Mar 2002;92 min;Italian;Italy;;;;
tt0304262;The Happiness of the Katakuris;2001;Comedy, Fantasy, Horror;Takashi Miike;Ai Kennedy, Kikumi Yamagishi;Kenji Sawada, Keiko Matsuzaka, Shinji Takeda;6.9;10,223;60;;23 Feb 2002;113 min;Japanese;Japan;R;1 win & 1 nomination;60/100;
tt0308514;Lost in La Mancha;2002;Documentary;Keith Fulton, Louis Pepe;Keith Fulton, Louis Pepe;Terry Gilliam, Johnny Depp, Jeff Bridges;7.3;12,088;75;$732,393;02 Aug 2002;89 min;English, Spanish, French;United Kingdom, United States;R;Nominated for 1 BAFTA Award2 wins & 11 nominations total;75/100;94%
tt0246677;Heaven;2002;Crime, Drama, Romance;Tom Tykwer;Krzysztof Kieslowski, Krzysztof Piesiewicz;Cate Blanchett, Giovanni Ribisi, Remo Girone;6.9;26,653;68;$784,399;21 Feb 2002;97 min;Italian, English;United Kingdom, France, Italy, Germany, United States;R;6 wins & 7 nominations;68/100;73%
tt0295473;Merry Christmas;2001;Comedy;Neri Parenti;Fausto Brizzi, Lorenzo De Luca, Marco Martani;Massimo Boldi, Christian De Sica, Enzo Salvi;4.5;1,122;;;21 Dec 2001;98 min;Italian;Italy, Spain;;;;
tt0279112;Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack;2001;Action, Adventure, Drama;Shûsuke Kaneko;Keiichi Hasegawa, Shûsuke Kaneko, Masahiro Yokotani;Chiharu Niiyama, Ryûdô Uzaki, Masahiro Kobayashi;7.0;7,393;;;15 Dec 2001;105 min;Japanese;Japan;Not Rated;1 nomination;;65%
tt0301526;The Land Before Time VIII: The Big Freeze;2001;Animation, Adventure, Family;Charles Grosvenor;John Loy (screenplay);John Ingle, Aria Noelle Curzon, Rob Paulsen, Thomas Dekker;5.8;2,278;;;04 Dec 2001;75 min;English, Swiss German;USA;G;1 win & 3 nominations.;;55%
tt0294345;Beethoven's 4th;2001;Comedy, Family;David Mickey Evans;John Loy, John Hughes (based on characters created by), Amy Holden Jones (based on characters created by);Judge Reinhold, Julia Sweeney, Joe Pichler, Michaela Gallo;4.2;3,810;;;04 Dec 2001;93 min;English;USA;G;1 nomination.;;0%
tt0307213;Bad Guy;2001;Drama, Romance;Kim Ki-duk;Kim Ki-duk;Cho Jae-hyun, Won Seo, Kim Yun-tae;6.6;10,763;49;;11 Feb 2005;100 min;Korean;South Korea;Not Rated;4 wins & 3 nominations;49/100;45%
tt0300195;Mickey's Magical Christmas: Snowed in at the House of Mouse;2001;Animation, Adventure, Comedy, Family, Fantasy, Music;Tony Craig, Roberts Gannaway, Burny Mattinson, Rick Calabash;"Thomas Hart, Roberts Gannaway (story editor), Jess Winfield, Kevin Campbell (story editor: segment - ""Donald on Ice""), Thomas Hart, Kevin Campbell (story editor: segment - ""The Nutcracker""), Ted Elliott, Terry Rossio, William Dean Howells (based in part on a story by), Don Griffith (story adapted by), Alan Young (story adapted by), Alan Dinehart (story adapted by), O. Henry (based in part on a story by), Henry Wadsworth Longfellow (based in part on a story by), Ed Gombert (story adaptation), Tony Marino (story adaptation), Burny Mattinson (story adaptation)";Carlos Alazraqui, Wayne Allwine, Tony Anselmo, Jeff Bennett;6.7;3,090;;;06 Nov 2001;65 min;English;USA;TV-G;;;
tt0275719;Tape;2001;Drama;Richard Linklater;Stephen Belber;Ethan Hawke, Robert Sean Leonard, Uma Thurman;7.2;21,434;71;$490,475;12 Jul 2002;86 min;English;United States;R;1 win & 1 nomination;71/100;77%
tt0283283;Millennium Mambo;2001;Drama, Romance;Hsiao-Hsien Hou;T'ien-wen Chu;Shu Qi, Jack Kao, Chun-hao Tuan;7.0;7,353;72;$14,904;31 Oct 2001;119 min;English, Japanese, Mandarin;Taiwan, France;R;6 wins & 9 nominations total;72/100;84%
tt0255605;Snow White: The Fairest of Them All;2001;Adventure, Family, Fantasy;Caroline Thompson;Jacob Grimm, Wilhelm Grimm, Caroline Thompson;Miranda Richardson, Tom Irwin, Vera Farmiga;5.7;4,925;;;17 Mar 2002;93 min;English;Canada, Germany, United States;TV-PG;;;
tt0289432;Santa Maradona;2001;Comedy;Marco Ponti;Marco Ponti;Stefano Accorsi, Anita Caprioli, Libero De Rienzo;6.9;2,418;;;26 Oct 2001;96 min;Italian;Italy;;8 wins & 9 nominations;;
tt0297721;All About Lily Chou-Chou;2001;Crime, Drama, Music;Shunji Iwai;Shunji Iwai;Hayato Ichihara, Shûgo Oshinari, Ayumi Ito;7.5;11,913;73;$26,485;06 Oct 2001;146 min;Japanese, Ryukyuan;Japan;Unrated;4 wins & 1 nomination;73/100;68%
tt0259393;Lantana;2001;Drama, Mystery, Romance;Ray Lawrence;Andrew Bovell;Anthony LaPaglia, Geoffrey Rush, Rachael Blake;7.2;20,367;84;$4,623,189;08 Mar 2002;121 min;English, Spanish;Australia, Germany;R;36 wins & 22 nominations;84/100;90%
tt0219822;Human Nature;2001;Comedy, Drama;Michel Gondry;Charlie Kaufman;Tim Robbins, Patricia Arquette, Rhys Ifans;6.4;19,203;56;$705,308;12 Sep 2001;96 min;English, French;France, United States;R;2 wins & 2 nominations total;56/100;48%
tt0246544;The Musketeer;2001;Action, Adventure, Romance;Peter Hyams;Alexandre Dumas, Gene Quintano;Justin Chambers, Catherine Deneuve, Mena Suvari;4.7;15,157;27;$27,073,640;07 Sep 2001;104 min;English;Germany, Luxembourg, United Kingdom, United States;PG-13;1 nomination;27/100;11%
tt0295671;One Man Up;2001;Comedy, Drama;Paolo Sorrentino;Paolo Sorrentino;Toni Servillo, Andrea Renzi, Antonino Bruschetta;7.1;3,220;;;01 Sep 2001;100 min;Italian;Italy;Not Rated;14 wins & 14 nominations;;
tt0184791;O;2001;Drama, Romance, Thriller;Tim Blake Nelson;William Shakespeare, Brad Kaaya;Mekhi Phifer, Julia Stiles, Martin Sheen;6.1;22,141;53;$16,025,437;31 Aug 2001;95 min;English;United States;R;1 win & 1 nomination;53/100;65%
tt0258760;Lammbock;2001;Comedy, Crime;Christian Zübert;Christian Zübert;Lucas Gregorowicz, Moritz Bleibtreu, Marie Zielcke;7.2;11,982;;;23 Aug 2001;93 min;German;Germany;Not Rated;1 win & 1 nomination;;
tt0244000;American Outlaws;2001;Action, Western;Les Mayfield;Roderick Taylor, John Rogers;Colin Farrell, Scott Caan, Ali Larter;5.9;17,869;25;$13,342,790;17 Aug 2001;94 min;English;United States;PG-13;7 nominations;25/100;13%
tt0292542;Son of the Bride;2001;Comedy, Drama;Juan José Campanella;Juan José Campanella, Fernando Castets;Ricardo Darín, Héctor Alterio, Norma Aleandro;7.8;16,702;68;$624,757;16 Aug 2001;123 min;Spanish;Argentina, Spain;R;Nominated for 1 Oscar. 37 wins & 12 nominations total;68/100;86%
tt0292490;Dil Chahta Hai;2001;Comedy, Drama, Romance;Farhan Akhtar;Kassim Jagmagia, Farhan Akhtar, Karan Vishwanath Kashyap;Aamir Khan, Saif Ali Khan, Akshaye Khanna;8.1;76,921;;;10 Aug 2001;183 min;Hindi, English;India;Not Rated;28 wins & 40 nominations;;100%
tt0263124;Bicho de Sete Cabeças;2000;Drama;Laís Bodanzky;Luiz Bolognesi, Austregésilo Carrano;Rodrigo Santoro, Othon Bastos, Cássia Kis;7.7;6,447;;;22 Jun 2001;74 min;Portuguese;Brazil;;45 wins & 20 nominations;;
tt0193364;The Order;2001;Action, Adventure, Comedy;Sheldon Lettich;Les Weldon, Jean-Claude Van Damme;Jean-Claude Van Damme, Sofia Milos, Charlton Heston;4.6;9,617;;;14 Dec 2001;89 min;English, Syriac, Assyrian Neo-Aramaic, Arabic, Aramaic, French, Hebrew, Russian;United States, Aruba;R;;;13%
tt0201485;The Body;2001;Drama, Mystery, Romance;Jonas McCord;Richard Sapir, Jonas McCord;Antonio Banderas, Olivia Williams, John Shrapnel;5.3;9,651;21;$36,849;13 Dec 2001;109 min;English, Arabic, Hebrew;United States, Germany;PG-13;1 nomination total;21/100;13%
tt0214529;Belphegor: Phantom of the Louvre;2001;Mystery, Fantasy, Horror;Jean-Paul Salomé;Arthur Bernède, Jean-Paul Salomé, Danièle Thompson;Sophie Marceau, Michel Serrault, Frédéric Diefenthal;4.5;5,255;;;04 Apr 2001;97 min;French;France;TV-14;;;
tt0246989;Tomcats;2001;Comedy;Gregory Poirier;Gregory Poirier;Shannon Elizabeth, Jerry O'Connell, Jake Busey;5.3;20,064;15;$13,558,739;30 Mar 2001;95 min;English;United States;R;2 nominations;15/100;13%
tt0272360;Winning London;2001;Adventure, Comedy, Family, Romance;Craig Shapiro;Karol Ann Hoeffner;Mary-Kate Olsen, Ashley Olsen, Brandon Tyler, Jesse Spencer;5.5;4,007;;;27 Mar 2001;93 min;English;USA;G;;;
tt0192071;Get Over It;2001;Comedy, Romance;Tommy O'Haver;R. Lee Fleming Jr.;Kirsten Dunst, Ben Foster, Melissa Sagemiller;5.7;20,369;52;$11,576,464;09 Mar 2001;87 min;English;United States;PG-13;4 nominations total;52/100;43%
tt0243255;Fat Girl;2001;Drama;Catherine Breillat;Catherine Breillat;Anaïs Reboux, Roxane Mesquida, Libero De Rienzo;6.4;13,157;77;$725,854;07 Mar 2001;86 min;French, Italian, English;France, Italy;Not Rated;4 wins & 3 nominations;77/100;73%
tt0832449;One Piece: Clockwork Island Adventure;2001;Animation, Action, Adventure;Junji Shimizu;Eiichiro Oda, Yuji Hashimoto;Akemi Okamura, Hiroaki Hirata, Kappei Yamaguchi;6.6;3,256;;;03 Mar 2001;55 min;Japanese;Japan;;;;
tt0250720;See Spot Run;2001;Action, Comedy, Crime;John Whitesell;George Gallo, Gregory Poirier, Dan Baron;David Arquette, Michael Clarke Duncan, Leslie Bibb;5.4;9,869;24;$33,357,476;02 Mar 2001;94 min;English, American Sign ;United States, Australia, Canada;PG;1 nomination;24/100;24%
tt0192111;Head Over Heels;2001;Comedy, Mystery, Romance;Mark Waters;John J. Strauss, Ed Decter, David Kidd;Monica Potter, Freddie Prinze Jr., Shalom Harlow;5.4;15,506;27;$10,424,470;02 Feb 2001;86 min;English, Russian;United States;PG-13;;27/100;10%
tt0186589;Sugar & Spice;2001;Comedy, Crime;Francine McDougall;Mandy Nelson;Marla Sokoloff, Marley Shelton, Melissa George;5.7;15,667;48;$13,305,101;26 Jan 2001;81 min;English;United States;PG-13;;48/100;30%
tt0157583;Enigma;2001;Drama, Mystery, Romance;Michael Apted;Robert Harris, Tom Stoppard;Dougray Scott, Kate Winslet, Saffron Burrows;6.4;22,166;64;$4,301,582;07 Jun 2002;119 min;English, German;United Kingdom, United States, Germany, Netherlands;R;3 wins & 6 nominations total;64/100;71%
tt0220827;Sleepless;2001;Horror, Mystery, Thriller;Dario Argento;Dario Argento, Franco Ferrini, Carlo Lucarelli;Max von Sydow, Stefano Dionisi, Chiara Caselli;6.2;7,670;;;05 Jan 2001;117 min;English, Italian;Italy;R;2 nominations;;55%
tt0149624;All the Pretty Horses;2000;Drama, Romance, Western;Billy Bob Thornton;Cormac McCarthy, Ted Tally;Matt Damon, Penélope Cruz, Henry Thomas;5.8;15,926;55;$15,540,353;25 Dec 2000;116 min;English, Spanish;United States;PG-13;2 wins & 14 nominations total;55/100;32%
tt0267657;The Land Before Time VII: The Stone of Cold Fire;2000;Animation, Adventure, Family, Musical;Charles Grosvenor;Len Uhley (screenplay by), Judy Freudberg (based on characters created by), Tony Geiss (based on characters created by);Jeff Bennett, Anndi McAfee, Thomas Dekker, Aria Noelle Curzon;6.0;2,936;;;05 Dec 2000;75 min;English;USA;G;1 win & 3 nominations.;;
tt0216625;Code Unknown;2000;Drama;Michael Haneke;Michael Haneke;Juliette Binoche, Thierry Neuvic, Josef Bierbichler;7.1;15,619;74;$95,242;30 Nov 2001;118 min;French, Romanian, Malinka, French Sign , English, Bambara, Arabic;France, Germany, Romania;Not Rated;1 win & 3 nominations total;74/100;75%
tt0236027;Flickering Lights;2000;Action, Comedy, Crime;Anders Thomas Jensen;Anders Thomas Jensen;Søren Pilmark, Ulrich Thomsen, Mads Mikkelsen;7.5;24,729;47;;03 Nov 2000;109 min;Danish;Denmark, Sweden;Not Rated;3 wins & 11 nominations;47/100;70%
tt0157262;2001: A Space Travesty;2000;Comedy, Sci-Fi;Allan A. Goldstein;Alan Shearman, Vince Di Clemente, Francesco Lucente;Leslie Nielsen, Ophélie Winter, Ezio Greggio;3.5;13,097;;;07 Sep 2001;99 min;English;Canada, Germany, United States;R;;;
tt0213890;Mohabbatein;2000;Drama, Musical, Romance;Aditya Chopra;Aditya Chopra;Amitabh Bachchan, Shah Rukh Khan, Aishwarya Rai Bachchan;7.0;34,628;;$1,070,000;27 Oct 2000;216 min;Hindi;India;Not Rated;15 wins & 36 nominations total;;
tt0204137;Animal Factory;2000;Crime, Drama;Steve Buscemi;Edward Bunker, John Steppling;Willem Dafoe, Edward Furlong, Danny Trejo;6.6;14,981;65;$43,805;01 Aug 2000;94 min;English;United States;R;1 nomination;65/100;83%
tt0208874;The Contender;2000;Drama, Thriller;Rod Lurie;Rod Lurie;Joan Allen, Gary Oldman, Jeff Bridges;6.9;25,329;59;$17,872,723;13 Oct 2000;126 min;English;United States, Germany, United Kingdom;R;Nominated for 2 Oscars. 1 win & 22 nominations total;59/100;77%
tt0120263;Songs from the Second Floor;2000;Comedy, Drama;Roy Andersson;Roy Andersson;Lars Nordh, Stefan Larsson, Bengt C.W. Carlsson;7.5;20,808;77;$80,334;06 Oct 2000;98 min;Swedish, Russian;Sweden, Norway, Denmark, France, Germany;Not Rated;9 wins & 4 nominations total;77/100;88%
tt0259974;Digimon: The Movie;2000;Animation, Action, Adventure;Bob Buchholz, Mamoru Hosoda, Jeff Nimoy;Akiyoshi Hongo, Jeff Nimoy, Bob Buchholz;Lara Jill Miller, Joshua Seth, Bob Papenbrook;6.0;8,146;20;$9,631,153;06 Oct 2000;82 min;English;Japan, United States;PG;1 win & 1 nomination total;20/100;24%
tt0206420;Woman on Top;2000;Comedy, Fantasy, Romance;Fina Torres;Vera Blasi;Penélope Cruz, Murilo Benício, Harold Perrineau;5.3;11,032;41;$5,020,111;22 Sep 2000;92 min;English, Portuguese;United States;R;3 nominations;41/100;35%
tt0247196;Before Night Falls;2000;Biography, Drama, Romance;Julian Schnabel;Cunningham O'Keefe, Lázaro Gómez Carriles, Julian Schnabel;Javier Bardem, Johnny Depp, Olatz López Garmendia;7.1;26,620;85;$4,242,892;23 Feb 2001;133 min;English, Spanish, Russian, French;Mexico, United States;R;Nominated for 1 Oscar. 15 wins & 22 nominations total;85/100;74%
tt0206917;The Man Who Cried;2000;Drama, Music, Romance;Sally Potter;Sally Potter, Walter Donohue;Christina Ricci, Cate Blanchett, Oleg Yankovskiy;6.1;16,616;40;$747,092;27 Jul 2001;100 min;English, Yiddish, Russian, French, Italian, Romany, Romanian;United Kingdom, France;R;3 wins & 3 nominations;40/100;35%
tt0120202;State and Main;2000;Comedy, Drama;David Mamet;David Mamet;Philip Seymour Hoffman, William H. Macy, Rebecca Pidgeon;6.7;22,952;75;$6,944,471;12 Jan 2001;105 min;English, Italian;United States;R;7 wins & 8 nominations total;75/100;85%
tt0203166;Together;2000;Comedy, Drama, Romance;Lukas Moodysson;Lukas Moodysson;Lisa Lindgren, Michael Nyqvist, Emma Samuelsson;7.4;24,705;84;$1,034,829;21 Sep 2001;106 min;Swedish;Sweden, Denmark, Italy;R;15 wins & 16 nominations;84/100;90%
tt0175526;Cherry Falls;1999;Horror, Mystery, Thriller;Geoffrey Wright;Ken Selden;Brittany Murphy, Jay Mohr, Michael Biehn;5.3;15,177;;;25 Aug 2000;92 min;English;United States;R;2 wins & 2 nominations total;;63%
tt0177858;In July;2000;Adventure, Comedy, Romance;Fatih Akin;Fatih Akin;Moritz Bleibtreu, Christiane Paul, Mehmet Kurtulus;7.6;23,112;71;;24 Aug 2000;99 min;Romanian, Hungarian, German, English, Turkish, Bulgarian, Serbo-Croatian;Germany, Turkey, Hungary;;2 wins total;71/100;89%
tt0216800;With a Friend Like Harry...;2000;Comedy, Drama, Mystery;Dominik Moll;Dominik Moll, Gilles Marchand, Francis Villain;Laurent Lucas, Sergi López, Mathilde Seigner;7.1;12,124;75;$3,830,441;15 Jun 2001;117 min;French, Spanish;France;R;Nominated for 1 BAFTA Award7 wins & 15 nominations total;75/100;96%
tt0163983;Bless the Child;2000;Crime, Drama, Horror;Chuck Russell;Cathy Cash Spellman, Thomas Rickman, Clifford Green;Kim Basinger, Jimmy Smits, Rufus Sewell;5.1;15,605;17;$29,381,494;11 Aug 2000;107 min;English;United States, Germany, Canada;R;1 win & 6 nominations total;17/100;4%
tt0214641;Dragonheart: A New Beginning;2000;Action, Adventure, Comedy, Family, Fantasy;Doug Lefler;Patrick Read Johnson (based on characters created by), Charles Edward Pogue (based on characters created by), Shari Goodhartz;Christopher Masterson, Harry Van Gorkum, Rona Figueroa, Matt Hickey;4.6;4,541;;;08 Aug 2000;84 min;English;USA;PG;6 nominations.;;40%
tt0173716;Cecil B. Demented;2000;Comedy, Crime, Thriller;John Waters;John Waters;Melanie Griffith, Stephen Dorff, Alicia Witt;6.3;17,136;57;$1,284,646;01 Sep 2000;87 min;English;United States, France;R;2 nominations total;57/100;52%
tt0234588;Rejected;2000;Animation, Short, Comedy;Don Hertzfeldt;Don Hertzfeldt;Robert May, Jennifer Nyholm, Don Hertzfeldt;7.9;9,021;;;25 Jul 2000;9 min;English, Swedish;United States;Unrated;Nominated for 1 Oscar. 17 wins & 2 nominations total;;
tt0285761;The Mutant Watch;2000;Sci-Fi, Short;Thomas C. Grane;Marshall Brutus Drazen;Terry Anzur, Samantha Brooks, Bruce Davison, Doug McGrath;5.6;41;;;;22 min;;;;;;
tt0210065;Gangster No. 1;2000;Crime, Drama, Thriller;Paul McGuigan;Johnny Ferguson, Louis Mellis, David Scinto;Malcolm McDowell, David Thewlis, Paul Bettany;6.7;14,713;60;$30,915;09 Jun 2000;103 min;English;United Kingdom, Germany, Ireland;R;1 win & 9 nominations;60/100;71%
tt0270560;Our Lips Are Sealed;2000;Comedy, Crime, Family;Craig Shapiro;Elizabeth Kruger, Craig Shapiro;Ashley Olsen, Mary-Kate Olsen, Jim Meskimen;5.1;5,234;;;21 Nov 2000;89 min;English;United States, Australia;G;;;
